track_name,artist_name,year,tempo,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,gender,ethnicity
Princess of China,Coldplay,2012,85,A,Minor,42,23,69,0,1,28,3,Group,White (British)
How to Be a Heartbreaker,MARINA,2012,140,B,Minor,69,84,89,1,0,10,5,Female,White (British)
On Top Of The World,Imagine Dragons,2012,100,C,Major,63,76,92,8,0,9,15,Group,Multiracial
Some Nights,fun.,2012,107,C,Major,67,39,73,1,0,9,5,Group,Multiracial
Dirty Paws,Of Monsters and Men,2012,111,D#,Major,35,13,64,10,1,5,3,Group,White (Icelandic)
Swimming Pools (Drank) - Extended Version,Kendrick Lamar,2012,74,C#,Major,71,26,48,12,0,60,40,Male,Black (American)
It Will Rain,Bruno Mars,2012,150,D,Major,57,47,83,33,0,8,4,Male,Multiracial
Video Games,Lana Del Rey,2012,122,F#,Minor,39,18,25,80,0,8,2,Female,White (American)
Adorn,Miguel,2012,179,B,Minor,62,23,57,5,0,18,17,Male,Black (American)
Candy,Robbie Williams,2012,116,A#,Major,71,87,79,3,0,6,4,Male,White (British)
Beneath Your Beautiful (feat. Emeli SandÃ©),Labrinth,2012,83,D,Major,56,23,52,22,0,10,3,Male,Black (British)
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,2012,124,F,Major,65,24,67,24,0,36,3,Male,Black (American)
One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,Asaf Avidan,2012,118,D#,Minor,82,53,66,22,0,16,5,Male,White (Israeli)
Wide Awake,Katy Perry,2012,159,F,Major,51,57,68,7,0,39,3,Female,White (American)
Chasing The Sun,The Wanted,2012,128,G,Minor,63,68,73,24,0,49,9,Group,Multiracial
m.A.A.d city,Kendrick Lamar,2012,91,D,Major,48,21,72,5,0,44,27,Male,Black (American)
Million Voices - Radio Edit,Otto Knows,2012,125,G#,Major,58,6,89,0,2,6,4,Male,White (Swedish)
Madness,Muse,2012,180,A#,Major,50,21,41,12,0,10,7,Group,White (British)
Born To Die,Lana Del Rey,2012,85,E,Minor,39,39,63,20,0,19,3,Female,White (American)
50 Ways to Say Goodbye,Train,2012,140,F#,Major,59,73,93,0,0,14,4,Group,White (American)
As Long As You Love Me,Justin Bieber,2012,139,C,Minor,57,61,87,8,0,36,10,Male,White (Canadian)
Battle Scars (with Guy Sebastian),Lupe Fiasco,2012,168,F,Minor,51,49,81,18,0,10,28,Male,Black (American)
Dance Again (feat. Pitbull),Jennifer Lopez,2012,127,B,Minor,79,71,85,1,0,9,6,Female,Multiracial
Stronger (What Doesn't Kill You),Kelly Clarkson,2012,116,C,Major,56,68,93,4,0,11,4,Female,White (American)
Rumour Has It,Adele,2012,120,C,Major,61,57,74,61,0,16,4,Female,White (British)
Take a Walk,Passion Pit,2012,101,B,Major,56,44,75,3,0,31,3,Group,White (American)
Ai Se Eu Te Pego - Ao Vivo,Michel TelÃ³,2012,96,F#,Major,64,82,85,2,0,16,6,Male,White (Brazilian)
Scream,USHER,2012,127,G,Minor,61,56,86,0,0,17,9,Male,Black (American)
Oblivion,Grimes,2012,155,D,Major,69,48,52,11,89,8,3,Female,White (Canadian)
Blow Me (One Last Kiss),P!nk,2012,113,G,Major,59,72,91,0,0,28,4,Female,White (American)
It's Time,Imagine Dragons,2012,105,D,Major,65,86,88,1,0,14,3,Group,Multiracial
Domino,Jessie J,2012,126,G,Major,75,79,54,1,0,4,3,Female,Multiracial
Let's Go (feat. Ne-Yo),Calvin Harris,2012,128,E,Minor,71,87,88,0,0,29,5,Male,White (Scottish)
Lights - Single Version,Ellie Goulding,2012,120,G#,Minor,68,78,79,2,3,13,3,Female,White (British)
Wings,Little Mix,2012,114,A,Minor,74,56,87,0,0,28,12,Group,Multiracial
212,Azealia Banks,2012,125,B,Minor,84,62,77,1,0,7,25,Female,Black (American)
Not Over You,Gavin DeGraw,2012,142,A#,Major,63,36,89,25,0,18,5,Male,White (American)
Silhouettes - Original Radio Edit,Avicii,2012,128,F,Minor,60,83,80,15,5,12,5,Male,White (Swedish)
Sexy And I Know It,LMFAO,2012,130,G,Major,70,79,86,10,0,19,31,Group,Multiracial
Ride,Lana Del Rey,2012,93,C,Major,37,18,68,12,0,38,3,Female,White (American)
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,2012,127,C#,Minor,64,17,78,1,0,7,10,Male,Black (American)
We'll Be Coming Back (feat. Example),Calvin Harris,2012,127,G,Major,59,57,95,0,0,59,8,Male,White (Scottish)
So Good,B.o.B,2012,85,G,Major,66,59,90,4,0,21,14,Male,Black (American)
Pound The Alarm,Nicki Minaj,2012,125,A,Major,72,59,85,4,0,2,6,Female,Black (Trinidadian)
Turn Up the Music,Chris Brown,2012,129,C#,Major,59,64,84,0,0,15,10,Male,Black (American)
Angels,The xx,2012,91,A,Major,42,34,15,95,5,10,4,Group,Multiracial
Blown Away,Carrie Underwood,2012,136,A,Minor,53,39,84,9,0,2,4,Female,White (American)
Boyfriend,Justin Bieber,2012,96,A#,Minor,71,33,55,3,0,12,5,Male,White (Canadian)
Anna Sun,WALK THE MOON,2012,140,A#,Major,47,34,84,0,0,24,5,Group,White (American)
Mirrors,Justin Timberlake,2013,76,F,Minor,57,51,51,23,0,9,5,Male,White (American)
Blurred Lines,Robin Thicke,2013,120,G,Major,86,88,50,0,0,7,4,Male,Multiracial
Royals,Lorde,2013,84,G,Major,67,33,42,12,0,13,12,Female,White (New Zealander)
Sweater Weather,The Neighbourhood,2013,124,A#,Major,61,39,80,4,1,10,3,Group,Multiracial
Another Love,Tom Odell,2013,122,E,Minor,44,13,53,69,0,9,4,Male,White (British)
Locked out of Heaven,Bruno Mars,2013,143,F,Major,72,86,69,4,0,30,4,Male,Multiracial
Wake Me Up,Avicii,2013,124,D,Major,53,64,78,0,0,16,5,Male,White (Swedish)
Do I Wanna Know?,Arctic Monkeys,2013,85,F,Major,54,40,53,18,0,21,3,Group,White (British)
Safe And Sound,Capital Cities,2013,117,C,Major,65,76,81,0,0,10,3,Group,Multiracial
Radioactive,Imagine Dragons,2013,136,A,Major,44,23,78,10,0,66,6,Group,Multiracial
When I Was Your Man,Bruno Mars,2013,72,C,Major,61,38,28,93,0,8,4,Male,Multiracial
Love Me,Lil Wayne,2013,124,B,Major,66,49,63,1,0,9,3,Male,Black (American)
Just Give Me a Reason (feat. Nate Ruess),P!nk,2013,95,D,Major,77,44,54,34,0,13,4,Female,White (American)
Still into You,Paramore,2013,136,F,Major,60,76,92,0,0,5,4,Group,Multiracial
Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,2013,146,D,Major,64,84,92,2,0,8,7,Group,Multiracial
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,2013,116,F#,Minor,79,86,81,4,0,10,3,Group,Multiracial
Why'd You Only Call Me When You're High?,Arctic Monkeys,2013,92,D,Major,69,80,63,4,0,10,3,Group,White (British)
A Thousand Years,Christina Perri,2013,139,A#,Major,42,16,40,30,0,11,2,Female,White (American)
Beauty And A Beat,Justin Bieber,2013,128,C,Major,60,52,84,0,0,6,5,Male,White (Canadian)
Wrecking Ball,Miley Cyrus,2013,119,F,Major,53,34,42,40,0,10,3,Female,White (American)
Treasure,Bruno Mars,2013,116,F,Minor,87,93,69,4,0,32,4,Male,Multiracial
All I Want,Kodaline,2013,187,C,Major,18,15,41,17,15,8,4,Group,White (Irish)
Little Talks,Of Monsters and Men,2013,102,C#,Major,45,41,75,2,0,14,3,Group,White (Icelandic)
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2013,94,F#,Minor,78,66,52,6,0,4,29,Group,Multiracial
I Knew You Were Trouble.,Taylor Swift,2013,77,D#,Minor,62,67,46,0,0,3,3,Female,White (American)
3005,Childish Gambino,2013,83,F#,Minor,66,65,44,11,0,9,28,Male,Black (American)
We Can't Stop,Miley Cyrus,2013,80,C#,Minor,61,48,62,0,0,37,3,Female,White (American)
Try,P!nk,2013,103,D,Major,67,55,62,0,0,9,3,Female,White (American)
Heart Attack,Demi Lovato,2013,173,G#,Major,50,50,78,7,0,23,10,Female,White (American)
The Monster,Eminem,2013,110,C#,Minor,78,62,85,5,0,12,7,Male,White (American)
Feel This Moment (feat. Christina Aguilera),Pitbull,2013,135,G,Major,67,54,75,3,0,34,15,Male,Multiracial
Scream & Shout,will.i.am,2013,130,F,Major,77,50,68,1,0,13,6,Male,Black (American)
Team,Lorde,2013,99,F#,Major,69,41,57,16,0,30,9,Female,White (New Zealander)
Unconditionally,Katy Perry,2013,128,G,Major,43,35,72,0,0,20,4,Female,White (American)
Power Trip (feat. Miguel),J. Cole,2013,99,C#,Major,66,47,60,32,0,42,21,Male,Black (American)
Ho Hey,The Lumineers,2013,79,C,Major,68,35,46,79,0,9,3,Group,White (American)
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,2013,95,C#,Major,85,66,69,2,0,11,27,Male,Black (American)
Pompeii,Bastille,2013,127,A,Major,67,57,71,7,0,27,4,Group,White (British)
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,2013,126,C#,Minor,57,11,81,1,0,13,5,Female,White (American)
Let Her Go,Passenger,2013,74,G,Major,47,24,54,36,0,9,6,Male,White (British)
Clarity,Zedd,2013,128,G#,Major,50,17,78,3,0,7,7,Male,White (German-Russian)
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,151,A,Minor,55,56,92,2,0,53,6,Group,Multiracial
Black Skinhead,Kanye West,2013,130,C#,Major,76,32,80,0,0,16,27,Male,Black (American)
Demons,Imagine Dragons,2013,89,D#,Major,50,42,71,19,0,32,3,Group,Multiracial
Ain't It Fun,Paramore,2013,104,A,Major,61,67,89,15,0,2,9,Group,Multiracial
Sail,AWOLNATION,2013,119,C#,Major,82,27,43,44,61,9,5,Male,White (American)
Sweet Nothing (feat. Florence Welch),Calvin Harris,2013,127,G#,Minor,57,58,92,19,0,5,10,Male,White (Scottish)
Burn,Ellie Goulding,2013,86,C#,Major,55,34,77,31,0,10,5,Female,White (British)
"Hold On, We're Going Home",Drake,2013,100,F#,Minor,77,28,41,0,0,7,9,Male,Black (Canadian)
Roar,Katy Perry,2013,179,G,Minor,55,45,77,0,0,35,4,Female,White (American)
Stay,Rihanna,2013,111,A,Minor,62,12,31,94,0,11,2,Female,Black (Barbadian)
Come & Get It,Selena Gomez,2013,79,G,Minor,54,57,78,1,0,8,5,Female,White (Mexican-American)
Latch,Disclosure,2013,121,C#,Major,72,54,73,1,0,8,9,Group,Multiracial
This Is What It Feels Like,Armin van Buuren,2013,129,G#,Major,55,14,83,3,0,6,3,Male,White (Dutch)
Home,Phillip Phillips,2013,121,C,Major,60,32,82,2,0,11,3,Male,White (American)
I Love It (feat. Charli XCX),Icona Pop,2013,125,G#,Major,71,82,90,0,0,15,2,Group,Multiracial
I Need Your Love (feat. Ellie Goulding),Calvin Harris,2013,124,G#,Major,69,57,86,41,0,23,4,Male,White (Scottish)
Ready or Not,Bridgit Mendler,2013,93,D,Major,71,74,87,0,0,10,5,Female,White (American)
22,Taylor Swift,2013,103,G,Major,66,66,72,0,0,4,3,Female,White (American)
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,2013,127,F#,Minor,50,63,79,33,0,31,3,Male,White (Swedish)
We Own It (Fast & Furious),2 Chainz,2013,171,C#,Minor,56,55,90,5,0,5,40,Male,Black (American)
I Will Wait,Mumford & Sons,2013,131,C#,Major,47,45,75,0,0,31,3,Group,White (British)
Work Bitch,Britney Spears,2013,128,A,Major,62,85,82,15,0,6,15,Female,White (American)
True Love (feat. Lily Allen),P!nk,2013,192,A,Major,45,57,82,0,0,10,31,Female,White (American)
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,2013,100,A#,Minor,83,67,65,8,0,7,5,Group,Multiracial
Started From the Bottom,Drake,2013,86,G#,Major,79,57,52,3,0,15,15,Male,Black (Canadian)
Here's to Never Growing Up,Avril Lavigne,2013,165,C,Major,48,73,87,1,0,40,8,Female,White (Canadian)
The Way,Ariana Grande,2013,82,F,Minor,64,86,87,29,0,7,11,Female,White (American)
It's a Beautiful Day,Michael BublÃ©,2013,143,C#,Major,53,78,79,5,0,29,3,Male,White (Canadian)
Thinking About You (feat. Ayah Marar),Calvin Harris,2013,127,C,Minor,72,74,87,0,0,9,3,Male,White (Scottish)
Reload - Radio Edit,Sebastian Ingrosso,2013,128,A,Minor,48,43,72,7,0,6,5,Male,White (Swedish)
High Hopes,Kodaline,2013,77,E,Major,48,21,48,57,0,19,3,Group,White (Irish)
Don't Stop the Party (feat. TJR),Pitbull,2013,127,E,Major,72,95,95,0,0,37,9,Male,Multiracial
#thatPOWER,will.i.am,2013,127,F#,Minor,79,40,60,0,0,7,5,Male,Black (American)
Love Me Again,John Newman,2013,126,D,Minor,49,21,89,0,0,10,4,Male,White (British)
Body Party,Ciara,2013,133,D,Major,57,12,57,1,0,60,5,Female,Black (American)
Talk Dirty (feat. 2 Chainz),Jason Derulo,2013,100,F#,Major,76,75,65,3,0,30,23,Male,Multiracial
I Cry,Flo Rida,2013,126,E,Minor,69,76,82,0,0,31,4,Male,Black (American)
One Way or Another (Teenage Kicks),One Direction,2013,162,E,Minor,48,40,86,2,0,58,7,Group,Multiracial
Everything Has Changed,Taylor Swift,2013,80,F#,Major,62,43,45,36,0,31,2,Female,White (American)
Berzerk,Eminem,2013,95,B,Minor,73,68,87,2,0,26,33,Male,White (American)
The Fox (What Does the Fox Say?),Ylvis,2013,128,F#,Major,70,54,86,10,0,11,4,Group,White (Norwegian)
Animals - Radio Edit,Martin Garrix,2013,128,C#,Major,59,3,91,0,44,7,3,Male,White (Dutch)
Holy Grail,JAY-Z,2013,145,D,Minor,67,15,53,5,0,25,8,Male,Black (American)
Chocolate,The 1975,2013,100,B,Major,59,67,94,0,0,38,5,Group,White (British)
Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,2013,84,G#,Major,68,29,47,71,0,10,16,Group,Multiracial
Daylight,Maroon 5,2013,120,D,Major,65,33,67,0,0,21,2,Group,White (American)
Bad (feat. Rihanna) - Remix,Wale,2013,114,F#,Minor,80,44,70,30,0,11,7,Male,Black (American)
Of The Night,Bastille,2013,125,F,Minor,67,34,82,1,0,8,4,Group,White (British)
Fine China,Chris Brown,2013,104,A#,Minor,65,59,73,4,0,12,5,Male,Black (American)
Play Hard (feat. Ne-Yo & Akon),David Guetta,2013,130,G#,Minor,69,80,92,17,0,33,5,Male,White (French)
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,2013,128,A,Minor,66,53,88,4,0,5,5,Male,White (Scottish)
human,Christina Perri,2013,143,G#,Major,43,25,48,13,0,11,3,Female,White (American)
Need U (100%) (feat. A*M*E) - Radio Edit,Duke Dumont,2013,124,C,Minor,67,45,84,0,0,38,5,Male,White (British)
The Other Side,Jason Derulo,2013,127,A,Major,56,51,83,5,0,13,10,Male,Multiracial
Cruise,Florida Georgia Line,2013,148,A#,Major,45,87,94,1,0,5,3,Group,White (American)
Dear Darlin',Olly Murs,2013,124,B,Minor,51,34,82,0,0,11,4,Male,White (British)
La La La,Naughty Boy,2013,124,F#,Minor,75,25,67,11,0,11,3,Male,Multiracial
This Is How We Do,Katy Perry,2013,96,A,Minor,69,80,63,2,0,14,4,Female,White (American)
The Mother We Share,CHVRCHES,2013,174,C#,Major,45,32,67,3,0,12,3,Group,White (Scottish)
Night Changes,One Direction,2014,120,G#,Major,67,37,52,85,0,11,3,Group,Multiracial
Counting Stars,OneRepublic,2014,122,C#,Minor,66,47,70,6,0,11,3,Group,Multiracial
A Sky Full of Stars,Coldplay,2014,124,F#,Major,54,16,67,0,0,20,2,Group,Multiracial
Photograph,Ed Sheeran,2014,107,E,Major,61,20,37,60,0,9,4,Male,White (British)
All of Me,John Legend,2014,119,G#,Major,42,33,26,92,0,13,3,Male,Black (American)
I'm Not The Only One,Sam Smith,2014,82,F,Major,67,49,48,52,0,7,3,Male,White (British)
Maps,Maroon 5,2014,120,C#,Minor,74,87,71,2,0,5,3,Group,Multiracial
Summer,Calvin Harris,2014,127,E,Minor,59,74,85,2,1,14,3,Male,White (Scottish)
Timber (feat. Ke$ha),Pitbull,2014,129,B,Major,58,78,96,2,0,13,9,Male,Multiracial
Story of My Life,One Direction,2014,121,D#,Major,60,28,66,22,0,11,4,Group,Multiracial
Rude,MAGIC!,2014,144,C#,Major,77,92,75,4,0,30,3,Group,Multiracial
Only Love Can Hurt Like This,Paloma Faith,2014,90,G#,Major,56,30,88,9,0,33,8,Female,White (British)
Thinking out Loud,Ed Sheeran,2014,78,D,Major,78,59,44,47,0,18,2,Male,White (British)
Stay With Me,Sam Smith,2014,84,C,Major,41,18,42,58,0,11,4,Male,White (British)
Classic,MKTO,2014,102,C#,Major,72,75,79,3,0,15,12,Group,Multiracial
Sugar,Maroon 5,2014,120,C#,Major,74,88,78,5,0,8,3,Group,Multiracial
"Happy - From ""Despicable Me 2""",Pharrell Williams,2014,160,F,Minor,64,96,82,21,0,9,18,Male,Black (American)
Budapest,George Ezra,2014,127,F,Major,71,38,45,8,0,11,2,Male,White (British)
Best Day Of My Life,American Authors,2014,100,D,Major,67,53,90,5,0,5,3,Group,Multiracial
Steal My Girl,One Direction,2014,77,A#,Minor,53,54,76,0,0,11,3,Group,Multiracial
Bang Bang,Jessie J,2014,150,C,Minor,70,75,78,26,0,38,9,Female,White (British)
Love Me Harder,Ariana Grande,2014,98,C#,Minor,47,24,71,0,0,7,3,Female,Multiracial
Dark Horse,Katy Perry,2014,131,F#,Major,64,35,58,0,0,16,5,Female,White (American)
Hey Brother,Avicii,2014,125,G,Minor,54,45,78,3,0,8,4,Male,White (Swedish)
Waves - Robin Schulz Radio Edit,Mr. Probz,2014,119,F,Minor,82,45,51,0,0,8,3,Male,Multiracial
Animals,Maroon 5,2014,189,E,Minor,27,32,74,0,0,59,8,Group,Multiracial
Team,Lorde,2014,99,F#,Major,69,41,57,16,0,30,9,Female,White (New Zealander)
Blame (feat. John Newman),Calvin Harris,2014,128,C,Minor,41,34,85,2,0,34,8,Male,White (British)
Me And My Broken Heart,Rixton,2014,174,F,Minor,54,55,78,0,0,13,3,Group,White (British)
Shower,Becky G,2014,119,D,Major,69,12,52,3,0,28,4,Female,Multiracial
Shake It Off,Taylor Swift,2014,160,G,Major,64,94,78,5,0,14,16,Female,White (American)
Am I Wrong,Nico & Vinz,2014,119,G#,Major,72,77,67,17,0,55,3,Group,Multiracial
Break Free,Ariana Grande,2014,129,G,Minor,68,28,70,0,0,20,4,Female,Multiracial
Collard Greens,ScHoolboy Q,2014,153,B,Major,82,65,57,2,0,20,6,Male,Black (American)
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,2014,136,G#,Major,54,37,48,55,0,12,3,Female,White (American)
Under Control (feat. Hurts),Calvin Harris,2014,126,G#,Major,54,51,91,12,0,11,8,Male,White (Scottish)
Stolen Dance,Milky Chance,2014,114,B,Major,87,68,56,41,0,7,3,Group,Multiracial
Jealous,Labrinth,2014,116,C#,Major,43,10,15,87,0,10,4,Male,Black (British)
Ain't It Fun,Paramore,2014,104,A,Major,61,67,89,15,0,2,9,Group,Multiracial
Superheroes,The Script,2014,166,D#,Major,49,64,88,0,0,7,3,Group,White (Irish)
Little Do You Know,Alex & Sierra,2014,145,C,Major,50,37,29,74,0,18,3,Group,Multiracial
Problem,Ariana Grande,2014,103,C#,Minor,66,62,80,1,0,15,15,Female,Multiracial
My Love,Route 94,2014,119,G#,Major,81,74,61,0,70,6,4,Male,Black (British)
Burn,Ellie Goulding,2014,86,C#,Major,55,34,77,31,0,10,5,Female,White (British)
All About That Bass,Meghan Trainor,2014,134,A,Major,80,96,88,5,0,12,5,Female,White (American)
Loyal (feat. Lil Wayne & Tyga),Chris Brown,2014,99,A#,Minor,84,61,52,1,0,18,4,Male,Black (American)
Habits (Stay High),Tove Lo,2014,110,F,Major,72,34,65,7,0,8,3,Female,White (Swedish)
Say Something,A Great Big World,2014,141,D,Major,40,7,14,85,0,9,3,Group,Multiracial
Don't Tell 'Em,Jeremih,2014,98,D,Major,85,38,52,39,0,11,9,Male,Black (American)
2 On (feat. ScHoolboy Q),Tinashe,2014,101,A,Major,74,43,59,15,0,11,10,Female,Multiracial
Drunk in Love (feat. Jay-Z),BeyoncÃ©,2014,140,F,Minor,58,39,62,0,0,18,4,Female,Black (American)
Magic,Coldplay,2014,93,F#,Minor,73,35,48,2,62,10,4,Group,Multiracial
Don't,Ed Sheeran,2014,95,C#,Major,80,84,60,1,0,63,6,Male,White (British)
You Know You Like It,DJ Snake,2014,196,F,Minor,40,24,72,1,0,30,18,Male,Multiracial
She Looks So Perfect,5 Seconds of Summer,2014,160,A,Major,49,44,95,0,0,32,13,Group,Multiracial
Hot N*gga,Bobby Shmurda,2014,167,A,Major,79,18,51,5,0,5,42,Male,Black (American)
Style,Taylor Swift,2014,94,G,Major,58,48,79,0,0,11,4,Female,White (American)
Chandelier,Sia,2014,117,C#,Major,39,57,78,1,0,6,4,Female,White (Australian)
Man Of The Year,ScHoolboy Q,2014,111,D#,Major,74,37,86,0,0,19,4,Male,Black (American)
XO,BeyoncÃ©,2014,170,C,Major,47,21,79,16,0,31,26,Female,Black (American)
Sing,Ed Sheeran,2014,119,G#,Minor,81,93,67,30,0,6,4,Male,White (British)
Bailando - Spanish Version,Enrique Iglesias,2014,91,G,Major,72,96,77,4,0,4,10,Male,White (Spanish)
Turn Down for What,DJ Snake,2014,100,C#,Minor,81,8,79,0,12,5,15,Male,Multiracial
First,Cold War Kids,2014,78,D,Major,46,56,69,2,0,52,2,Group,White (American)
Jealous - Remix,Nick Jonas,2014,93,B,Minor,68,45,71,1,0,44,7,Male,White (American)
Show Me (feat. Chris Brown),Kid Ink,2014,98,G,Major,71,66,50,3,0,14,5,Male,Black (American)
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2014,123,A,Minor,76,78,88,2,0,62,2,Group,White (French)
Fancy,Iggy Azalea,2014,94,A#,Minor,91,37,71,9,0,4,6,Female,White (Australian)
Up (feat. Demi Lovato),Olly Murs,2014,114,A,Major,69,67,83,1,0,10,3,Male,White (British)
Elastic Heart,Sia,2014,130,A,Major,42,49,79,1,0,14,4,Female,White (Australian)
Gecko (Overdrive) - Radio Edit,Oliver Heldens,2014,124,C,Major,60,76,88,0,0,33,6,Male,White (Dutch)
Red Lights,TiÃ«sto,2014,124,A#,Major,65,54,83,0,0,12,3,Male,White (Dutch)
Talking Body,Tove Lo,2014,119,E,Minor,73,11,76,9,0,8,3,Female,White (Swedish)
Anaconda,Nicki Minaj,2014,129,A,Major,96,64,60,6,0,21,17,Female,Black (American)
Geronimo,Sheppard,2014,142,G,Major,70,45,78,45,0,11,8,Group,White (Australian)
Talk Dirty (feat. 2 Chainz),Jason Derulo,2014,100,F#,Major,76,75,65,3,0,30,23,Male,Multiracial
Somebody,Natalie La Rose,2014,104,C,Major,83,73,52,0,0,6,3,Female,Multiracial
Hideaway,Kiesza,2014,122,G,Minor,83,20,72,8,0,7,4,Female,Multiracial
I Will Never Let You Down,Rita Ora,2014,128,E,Major,75,79,80,40,0,12,2,Female,White (British)
Bad Blood,Taylor Swift,2014,170,G,Major,64,28,79,8,0,20,19,Female,White (American)
Black Widow,Iggy Azalea,2014,163,B,Major,74,51,72,19,0,10,12,Female,White (Australian)
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,2014,127,G#,Major,59,46,73,10,0,9,4,Male,White (German)
Ugly Heart,G.R.L.,2014,124,A,Major,65,44,78,1,0,32,4,Group,Multiracial
Amnesia,5 Seconds of Summer,2014,101,D,Major,57,10,49,2,0,21,3,Group,Multiracial
#SELFIE,The Chainsmokers,2014,127,C,Major,78,65,91,1,0,7,24,Group,Multiracial
Money On My Mind,Sam Smith,2014,133,D,Major,68,74,84,20,0,22,17,Male,White (British)
Na Na,Trey Songz,2014,96,A,Minor,67,23,47,32,0,10,4,Male,Black (American)
Trumpets,Jason Derulo,2014,82,C,Major,63,63,69,55,0,9,25,Male,Multiracial
Love Runs Out,OneRepublic,2014,120,G,Major,71,73,93,16,0,9,5,Group,Multiracial
Wasted,TiÃ«sto,2014,112,D,Major,63,38,81,0,0,19,3,Male,White (Dutch)
Wrapped Up (feat. Travie McCoy),Olly Murs,2014,122,C#,Major,78,91,83,9,0,15,5,Male,White (British)
Faded,ZHU,2014,124,A,Minor,86,61,47,0,17,11,4,Male,Asian (American)
I Got U,Duke Dumont,2014,120,A,Minor,63,46,76,0,0,8,3,Male,White (British)
I See Fire,Ed Sheeran,2014,76,A#,Minor,63,20,5,56,0,9,3,Male,White (British)
The Heart Wants What It Wants,Selena Gomez,2014,83,G,Minor,61,62,78,5,0,14,3,Female,White (American)
The Man,Aloe Blacc,2014,81,B,Minor,30,48,76,3,0,21,6,Male,Black (American)
Wiggle (feat. Snoop Dogg),Jason Derulo,2014,81,A,Minor,69,72,62,8,0,16,25,Male,Multiracial
Ghost,Ella Henderson,2014,104,A,Major,68,46,84,4,0,14,4,Female,White (British)
Not a Bad Thing,Justin Timberlake,2014,85,C,Major,30,10,56,52,0,13,7,Male,White (American)
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,2014,97,A#,Minor,73,70,67,6,0,20,4,Male,Black (American)
Uptown Funk (feat. Bruno Mars),Mark Ronson,2015,114,C,Major,85,92,60,0,0,3,8,Male,Multiracial
Thinking out Loud,Ed Sheeran,2015,78,D,Major,78,59,44,47,0,18,2,Male,White (British)
See You Again (feat. Charlie Puth),Wiz Khalifa,2015,80,A#,Major,68,28,48,36,0,6,8,Male,Black (American)
What Do You Mean?,Justin Bieber,2015,125,F,Minor,84,79,56,59,0,8,9,Male,White (Canadian)
Lean On,Major Lazer,2015,98,G,Minor,72,27,80,0,0,56,6,Group,Multiracial
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,2015,119,D,Minor,65,42,38,38,0,9,3,Male,Multiracial
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,2015,189,G#,Major,26,27,60,24,0,12,4,Female,White (British)
The Nights,Avicii,2015,125,F#,Major,52,65,83,1,0,24,4,Male,White (Swedish)
The Less I Know The Better,Tame Impala,2015,116,E,Major,64,78,74,1,0,16,2,Group,White (Australian)
Daddy Issues,The Neighbourhood,2015,85,A#,Major,58,33,52,6,14,12,3,Group,Multiracial
Love Yourself,Justin Bieber,2015,100,E,Major,60,51,37,83,0,28,43,Male,White (Canadian)
Shut Up and Dance,WALK THE MOON,2015,128,C#,Major,57,61,86,0,0,25,6,Group,Multiracial
Way down We Go,KALEO,2015,163,A#,Minor,48,33,50,57,0,10,11,Group,White (Icelandic)
One Last Time,Ariana Grande,2015,125,G#,Major,62,10,59,9,0,9,3,Female,White (American)
Don't,Bryson Tiller,2015,96,B,Minor,76,18,35,22,0,9,19,Male,Black (American)
The Hills,The Weeknd,2015,113,C,Minor,58,13,56,6,0,13,5,Male,Black (Canadian)
Outside (feat. Ellie Goulding),Calvin Harris,2015,128,D,Minor,64,41,82,21,0,32,3,Male,White (Scottish)
Sorry,Justin Bieber,2015,99,C,Minor,65,41,76,7,0,29,4,Male,White (Canadian)
Time of Our Lives,Pitbull,2015,124,C#,Major,72,72,80,9,0,69,5,Male,Multiracial
Style,Taylor Swift,2015,95,D,Major,59,45,78,0,0,11,3,Female,White (American)
Electric Love,BÃ˜RNS,2015,120,F#,Minor,61,51,79,0,0,26,5,Male,White (American)
Lush Life,Zara Larsson,2015,98,G,Minor,69,79,71,13,0,21,4,Female,White (Swedish)
Drag Me Down,One Direction,2015,138,C,Minor,73,59,70,10,0,6,3,Group,Multiracial
